Name,Description,Thumbnail,Official Website,Location,Industry,Url
Varos,Varos is a San Francisco-based software company developing a collaborative data platform for the e-commerce market and startups.,https://golden-storage-production.s3.amazonaws.com/topic_images/77edff3d146a4e458c119709f03c59cf.png,http://varos.io,"Tel Aviv, Tel Aviv, Israel, San Francisco","E-commerce, Software as a service (SaaS)",https://golden.com/wiki/Varos-PZBJ9A
PBworks,"PBworks is a San Mateo, California-based company founded in 2005 by David E. Weekly.",https://golden-storage-production.s3.amazonaws.com/topic_images/8f891bb7069748f59477773180b8ea23.png,http://www.pbworks.com,"San Mateo, California","Project management, Enterprise software, Software as a service (SaaS), Cloud computing, Software, Collaboration",https://golden.com/wiki/PBworks-3WVMDD
Solace Systems,Solace Systems is a software as a service company founded in 2001.,https://golden-storage-production.s3.amazonaws.com/topic_images/a100ff9a66b54a7bb12612641a5f981a.png,"http://www.solacesystems.com, https://solace.com/","California, Canada",Software as a service (SaaS),https://golden.com/wiki/Solace_Systems-V5464N
Dropbox,Dropbox is a file sharing and productivity startup created by Drew Houston and Arash Ferdowsi in 2007. ,https://golden-storage-production.s3.amazonaws.com/topic_images/34b5bb50e44d43f9bb19d58bbf1933ca.png,http://www.dropbox.com,San Francisco,"File sharing, Web hosting service, Software as a service (SaaS), Cloud computing, Cloud storage",https://golden.com/wiki/Dropbox-9XJREW
Momentive,Momentive formerly known as SurveyMonkey is a survey company founded in 1999 by Ryan Finley.,https://golden-storage-production.s3.amazonaws.com/topic_images/1e06439fed014952b4f98314d6f477b1.png,http://www.surveymonkey.com/,"Portland, Oregon, San Mateo, California, Palo Alto, California, San Mateo (Cantabria)","Educational technology, Software, Customer relationship management (CRM), Analytics, Dashboard (business), Human resources, Employee engagement, Employee relationship management, Software as a service (SaaS), Online survey platforms, Cloud computing, E-commerce",https://golden.com/wiki/Momentive-9XJRRW
Vena,"Vena Solutions is intuitive budgeting, planning and revenue forecasting software for medium to large sized organizations. Vena embraces Microsoft Excel and turns it into an enterprise cloud solution with a centralized database, sophisticated workflow, powerful reporting and advanced analytics. Unlike traditional software that replaces Excel with rigid, hard-to-use applications with a steep learning curve, Vena is the easiest way for finance and sales professionals to get trusted numbers and insights - fast. Visit us on Twitter: www.twitter.com/venasolutions and Facebook: https://www.facebook.com/venasolutions",https://golden-storage-production.s3.amazonaws.com/topic_images/56d1679eb2f347c7a39aa556970e0e69.png,"http://venasolutions.com, http://www.venasolutions.com/, http://careers.venasolutions.com","Toronto, Canada, California","Financial services, Enterprise software, Software as a service (SaaS), Cloud computing, Software, Computer Software, Financial technology",https://golden.com/wiki/Vena-5XY3GP
Polaris Partners,Polaris Partners has a 20+ year history of partnering with entrepreneurs and innovators improving the way we live and work.,https://golden-storage-production.s3.amazonaws.com/topic_images/c05edd027b094492b628593f340fff2a.jpeg,"http://www.polarispartners.com/, http://polarispartners.com","Boston, San Francisco, New York City, Massachusetts","Biotechnology, Software as a service (SaaS), Cloud computing, Financial services, Software, Investment",https://golden.com/wiki/Polaris_Partners-WEEA6K
Acumatica,Acumatica is a provider of cloud-based business management software for small and mid-size businesses.,https://golden-storage-production.s3.amazonaws.com/topic_images/bcf8ea0463c547598120e498b0283c4d.jpeg,"http://www.acumatica.com, http://acumatica.com","Kirkland, Washington, Bellevue, Washington","Software, Accounting, Cloud computing, Computer, Software industry, Construction, Vertical SaaS, Software as a service (SaaS), Enterprise resource planning (ERP), Financial technology",https://golden.com/wiki/Acumatica-9XEB4M
BrightRoll,"BrightRoll is an american global digital video advertising company founded in 2006 by Tod Sacerdoti, Dru Nelson and Saar Gur.",https://golden-storage-production.s3.amazonaws.com/topic_images/4ca15ba3adef4016a407bde0a823655d.png,"http://www.brightroll.com/, http://brightroll.com","San Francisco, Sunnyvale, California","Mobile advertising, Advertising, Adtech, Information technology, Software as a service (SaaS), Productivity software, Business software",https://golden.com/wiki/BrightRoll-B9PN49
HYPR Corp,HYPR Corp is an american computer and biometric security company founded in 2014.,https://golden-storage-production.s3.amazonaws.com/topic_images/f07dfb5192774070b696b493161491c0.png,"https://www.hypr.com/, http://hypr.com","New York City, New York","Information security, Computer security, Mobile security, Enterprise software, Cybersecurity, Identity management, Access management, Security, Software as a service (SaaS), Biometrics, Access control",https://golden.com/wiki/HYPR_Corp-YMBVWY
OnLive,Company offering cloud gaming platform and a cloud desktop system,https://golden-storage-production.s3.amazonaws.com/topic_images/865c58b15f274831a05e08ea930588dd.png,"http://www.onlive.com, https://onlive.com/","Palo Alto, California, Singapore","Gaming, Cloud gaming, Entertainment industry, Software as a service (SaaS)",https://golden.com/wiki/OnLive-6536BW
ChargePoint,"ChargePoint is a Campbell, California-based electric vehicle charging network. ",https://golden-media.s3.amazonaws.com/topics/225px-Ct4k_public_domain_image.jpg,http://chargepoint.com,"Campbell, California, United States","Electric vehicle, Energy storage, Software as a service (SaaS), Internet of things (IoT), Inductive charging, Charging station, Electric vehicle industry, Electric vehicle charging service, Electric vehicle manufacturing, Electric vehicle service, EV-charging manufacturing, EV-charging station manufacturing, Electric vehicle charging location search, Manufacturing, Cloud computing, Software, Oil and Gas ",https://golden.com/wiki/ChargePoint-5BMGMM
Issuu,"Issuu is a company founded in 2007 by Martin Ferro-Thomsen, Ruben Bjerg Hansen and Michael Hansen.",https://golden-storage-production.s3.amazonaws.com/topic_images/c76b360b15534f58b141fc065db032c1.png,https://issuu.com/,"Palo Alto, California, Canada","News, Publishing, Software as a service (SaaS), Cloud computing, Software, Electronic publishing, E-book",https://golden.com/wiki/Issuu-RWNWJJ
Zencoder,Zencoder is a company providing a web-based video encoding SaaS for converting any video into web and mobile-compatible formats. It participated in the W10 cohort of Y Combinator.,https://golden-storage-production.s3.amazonaws.com/topic_images/7cdb4aaf0ce44047a13572e04fa1e49e.jpeg,http://zencoder.com/,San Francisco,"Web development, Audio, Cloud computing, Software as a service (SaaS), Software",https://golden.com/wiki/Zencoder-B3MBER
HubSpot,"HubSpot offers marketing, sales, customer service, and CRM software via the HubSpot platform.",https://golden-storage-production.s3.amazonaws.com/topic_images/dff506abf60a4c889393c5879c019fd3.png,"http://www.hubspot.com, http://hubspot.com, https://blog.hubspot.com/","Cambridge, Massachusetts, Portsmouth, New Hampshire","Software industry, Customer relationship management (CRM), Software, Issue tracking system, Artificial Intelligence (AI), Email, Marketing, Digital marketing, Telecommunication, Analytics, Software as a service (SaaS), Social media, Email marketing, Blog",https://golden.com/wiki/HubSpot-XA8XEY
Socrata,Socrata is a Seattle-based company founded in 2007 by Kevin Merritt.,https://golden-storage-production.s3.amazonaws.com/topic_images/3ecabafa8a3e4b8ab1d9500f566ad74c.png,http://www.socrata.com/,Seattle,"Enterprise software, Software as a service (SaaS), Cloud computing, Software, Analytics",https://golden.com/wiki/Socrata-GWD4MZ
Trustpilot,"Trustpilot offers a validated and open review community through which consumers can learn about a business and how others have experienced their product and service, and businesses can understand consumers engagement with their products.",https://golden-storage-production.s3.amazonaws.com/topic_images/54e695ec22e0486790396626b378397b.webp,"https://www.trustpilot.com/, https://trustpilot.com/","Copenhagen, New York City, Denver, London, Melbourne, Berlin, Vilnius, Denmark","E-commerce, Consumer, Website, Review, Real estate technology, Software as a service (SaaS)",https://golden.com/wiki/Trustpilot-658J3Z
Odaia,ODAIA provides businesses with a window into their customer journeys and offers prediction tools for churn and next best actions.,https://golden-storage-production.s3.amazonaws.com/topic_images/fb7e2a87dc8f4afb8c4166bd750f11a1.jpeg,"https://www.odaia.ai/, http://odaia.ai","Toronto, California, Canada","Software, Artificial Intelligence (AI), Software as a service (SaaS), Cloud computing",https://golden.com/wiki/Odaia-ZADV3E
Practice Fusion,Practice Fusion is a San Francisco-based developer of electronic health record and medical practice management software.,https://golden-storage-production.s3.amazonaws.com/topic_images/b2dee9f9f37342dbb69d46511b464c4e.png,"http://www.practicefusion.com/, https://practicefusion.com",San Francisco,"Software as a service (SaaS), Health information technology, Electronic health record, Healthcare, Appointment scheduling software, Big data, Application programming interface (API), Cloud computing, Health informatics, Software, E-commerce",https://golden.com/wiki/Practice_Fusion-B36VKD
Prezi,Prezi is a presentation software founded by Ádám Somlai-Fischer.,https://golden-media.s3.amazonaws.com/topics/300px-Prezi_logo_transparent_2012.svg.jpg,http://www.prezi.com,"Budapest, San Francisco, Riga","Educational technology, Software as a service (SaaS), Software, Cloud computing, Virtual reality",https://golden.com/wiki/Prezi-VAN9MN
ICIMS,Icims is the leading provider of ats applicant tracking systems and hr recruiting software.,https://golden-media.s3.amazonaws.com/topics/300px-ICIMS_Logo_4C_transparent.jpg,https://www.icims.com/,"Matawan, New Jersey, Holmdel Township, New Jersey, Denver, Dublin, Glasgow, London, Madrid, Milan, New York, Paris","Recruitment, Personal development, Software industry, Onboarding, Talent management, CRM, Human resources, Recruiting, Software as a service (SaaS), Productivity software, Business software",https://golden.com/wiki/ICIMS-AK8ZD3
Constant Contact,Constant Contact is an effective Email Marketing founded in 1995 by Randy Parker.,https://golden-storage-production.s3.amazonaws.com/topic_images/7d7e06b1448348678e9b3bda6484e613.png,"http://www.constantcontact.com/, http://constantcontact.com","Waltham, Massachusetts","Small and medium-sized enterprises, Software as a service (SaaS), Cloud computing, Software, Advertising, Marketing, Email, Digital marketing, Telecommunication, Email marketing",https://golden.com/wiki/Constant_Contact-ZAN96G
Applied Predictive Technologies,"Applied Predictive Technologies is an Arlington County, Virginia-based company founded in 1999 by Jim Manzi.",https://golden-storage-production.s3.amazonaws.com/topic_images/7becd91e520740f3a0c814c990cbdd5b.png,http://www.predictivetechnologies.com/,"Arlington County, Virginia, Purchase, New York","Software, Software as a service (SaaS), Cloud computing",https://golden.com/wiki/Applied_Predictive_Technologies-Z8X4JM
Justinmind (prototyper),"Developer of mobile application software designed to advance wireframes and realistic simulations. The company's software provides an authoring tool for web and mobile prototypes for annotating widgets and defining interactions with real data, enabling clients to build innovative and updated applications.",https://golden-storage-production.s3.amazonaws.com/topic_images/2f8d11c537a545789e94a350686f3d7b.png,http://www.justinmind.com/,San Francisco,"Visualization, Enterprise software, Software as a service (SaaS), Cloud computing, Software, Solution Analysts, Software development",https://golden.com/wiki/Justinmind_(prototyper)-GDZ5M3
SuccessFactors,SuccessFactors is a California-based company founded in 2001.,https://golden-media.s3.amazonaws.com/topics/225px-Sfsf_office.jpg,http://www.successfactors.com/,"California, South San Francisco, California","Career management, Enterprise software, Software as a service (SaaS), Software, Cloud computing",https://golden.com/wiki/SuccessFactors-B8ZWAE
NetDocuments,"NetDocuments is a Lehi, Utah-based company founded in 1998.",https://golden-storage-production.s3.amazonaws.com/topic_images/92005494ceb44d089d009afad5bffe71.png,http://netdocuments.com/,"Lehi, Utah","Email, Document, Cloud computing, Management, Software, Software as a service (SaaS)",https://golden.com/wiki/NetDocuments-NDN63Y
Spigit,Spigit is a company founded in 1989.,https://golden-storage-production.s3.amazonaws.com/topic_images/a1615a2c39c0473d998d92ec0a1c7f91.png,http://www.mindjet.com/spigitengage/,"Austin, Texas, San Francisco","Software, Enterprise software, Software as a service (SaaS), Social innovation, Cloud computing",https://golden.com/wiki/Spigit-DD6YG6
Ditto,"Ditto is a San Mateo, California-based company founded in 2011 by Sergey Surkov, Dmitry Kornilov and Kate Doerksen.",https://golden-storage-production.s3.amazonaws.com/topic_images/ba1fac7b57e749cc898fa6ce68f8ceb1.png,"http://www.ditto.com, https://ditto.com/, http://www.ditto.me","San Mateo, California","Computer Vision, Augmented reality, Software as a service (SaaS), Concierge, Restaurant, Social media, Cloud computing, Software, Shopping, Eyewear, Artificial Intelligence (AI)",https://golden.com/wiki/Ditto-6PD3DZ
Transifex,Transifex is a web-based translation platform founded in 2009 by Dimitris Glezos.,https://golden-media.s3.amazonaws.com/topics/Transifex_Logo.jpg,"https://www.transifex.com/, http://transifex.com","Walnut, California","Translation, Enterprise software, Software as a service (SaaS), Cloud computing, Software, Computer Software",https://golden.com/wiki/Transifex-PGR4R3
Mimecast,Mimecast is a London-based cybersecurity and email management platform company founded by Neil Murray and Peter Bauer.,https://golden-media.s3.amazonaws.com/topics/300px-Mimecast_M_2015.jpg,"http://www.mimecast.com/, http://mimecast.com","London, Lexington, Massachusetts, United Kingdom","Accounting, Professional services, Retail, Cybersecurity, Email Security, Cloud computing security, Network security, Cloud computing, Data security, Encryption, Software as a service (SaaS), Encryption software",https://golden.com/wiki/Mimecast-XGYJX3
Shopify,"Shopify is an Ottawa-based cloud-based, multi-channel commerce platform designed for small and medium-sized businesses, founded in 2004 by Tobias Lütke.",https://golden-storage-production.s3.amazonaws.com/topic_images/6dbe8b36f18541bcabf167da7c6e6574.jpeg,"https://www.shopify.com/, https://en.shopify.nl/, https://es.shopify.com/, https://pt.shopify.com, https://www.shopify.com/fr, https://www.shopify.com/jp","Ottawa, San Francisco, Berlin, London, Stockholm, Singapore, Sydney, Tokyo, Vilnius, Vancouver, Toronto, Waterloo, Ontario, Shenzhen, New York City, Bangalore, Honolulu, Canada","E-commerce, Web development tools, No-code / low-code development, Developer tool, Service provider, Subscription, GraphQL, Digital Community, Buy Now, Pay Later, Shopping, Marketing, Social media, Enterprise software, Software as a service (SaaS)",https://golden.com/wiki/Shopify-PGXYJW
Atlassian,"Atlassian provides collaboration, development, and issue tracking software for teams.",https://golden-storage-production.s3.amazonaws.com/topic_images/3c4928d770ca490da0c2e9cdf539a561.png,https://www.atlassian.com/,"Sydney, San Francisco, Australia, United States","Project management, Enterprise software, Knowledge management (KM), Knowledge management tool, GraphQL, Issue tracking system, Developer collaboration, Software industry, Data Residency, Open source management, DevOps, Smart notification management, Software as a service (SaaS), Cybersecurity, Artificial Intelligence (AI), Training, E-learning",https://golden.com/wiki/Atlassian-WG64X6
The Access Group,"The Access Group is a software developer and consultancy group that primarily serves small- and mid-sized businesses in the United Kingdom, Ireland, and Asia-Pacific.",https://golden-storage-production.s3.amazonaws.com/topic_images/1147c6c3e43749b4b87b7ff173504c4c.png,http://www.theaccessgroup.com,"United Kingdom, Asia, Europe, United States","Software, Online Program Management, Software as a service (SaaS)",https://golden.com/wiki/The_Access_Group-DDYKZY
Vanta,Vanta specializes in the provision of security automation software that secures businesses' networks and helps them obtain compliance certificatations.,https://golden-storage-production.s3.amazonaws.com/topic_images/87f78290d5694f2ea4a5eaeeb49f4c53.png,https://vanta.com,"San Francisco, California","Security, Software as a service (SaaS), Cloud computing, Software",https://golden.com/wiki/Vanta-88W56N
Sauce Labs,Sauce Labs is a San Francisco-based company founded in 2008 by Jason Huggins.,https://golden-storage-production.s3.amazonaws.com/topic_images/e4e5adac15d3471391a897e985d3f836.png,http://saucelabs.com,San Francisco,"Software, Enterprise software, Software as a service (SaaS), Cloud computing, Software industry",https://golden.com/wiki/Sauce_Labs-DA8WV5
Asana (software),Asana provides a project management platform to organize and plan workflows.,https://golden-storage-production.s3.amazonaws.com/topic_images/65ddf3d84dfc4dd29d232dfe8f699383.jpeg,"http://www.asana.com/, https://asana.com/","San Francisco, United States","Task management, Software, Productivity software, Software industry, Animation, Collaboration, Productivity, Software as a service (SaaS), Cloud computing, Training, E-learning, Spreadsheet",https://golden.com/wiki/Asana_(software)-3X4AMM
DocuSign,DocuSign is an online cloud-based document management and secured electronic document signature system capable of being used on almost any device.,https://golden-storage-production.s3.amazonaws.com/topic_images/8e36c97ec4504ce087bdf91b68a0cf31.png,http://www.docusign.com/,"San Francisco, Cairo, Chicago, Dublin, Gothenburg, London, Mexico City, Paris, Singapore, Sydney, Tokyo, Warrenville, Illinois, São Paulo, Israel","Enterprise software, Software as a service (SaaS), Cloud computing, Software, Electronic signature",https://golden.com/wiki/DocuSign-A4DDW3
Layar,Layar is a company founded in 2009 by Raimo Van der Klein.,https://golden-media.s3.amazonaws.com/topics/300px-Layar-Logo-Large.jpg,"http://www.layar.com/, https://layar.com/","Amsterdam, New York, Toronto, Netherlands","Augmented reality, Location-based service, Customer service, Virtual reality, Software as a service (SaaS)",https://golden.com/wiki/Layar-ZDMN5M
Litéra,"Litéra is a McLeansville, North Carolina-based company founded in 2001.",https://golden-storage-production.s3.amazonaws.com/topic_images/6f5cf90f850a480aad0f2dfaa93a04fa.png,http://www.litera.com,"McLeansville, North Carolina, Chicago, London, Ahmedabad","Software, Software as a service (SaaS), Platform as a service (PaaS), Enterprise software, Training",https://golden.com/wiki/Lite%CC%81ra-J846A3
Hootsuite,"Hootsuite is a social network management platform created to interact, listen and analyze results.",https://golden-storage-production.s3.amazonaws.com/topic_images/dc114bd8dad44afa85e99691a7184ae3.jpeg,http://hootsuite.com,"Vancouver, Toronto, New York, Mexico City, London, Paris, Rome, Milan, Bucharest, Hamburg, Sydney, Madrid, Hasselt","Software, Productivity software, Social media, Software as a service (SaaS), Apps,  Brand Marketing, Social messaging, Business software",https://golden.com/wiki/Hootsuite-68DWGD
Yellowfin Business Intelligence,Yellowfin Business Intelligence is a business intelligence and analytics software company and vendor interested in automation,https://golden-storage-production.s3.amazonaws.com/topic_images/0e4dfd1ae7f4427185d11bde7156c137.png,"http://www.yellowfinbi.com/, https://yellowfin.bi/, https://yellowfinbi.com/","West Melbourne, Victoria, Sydney, Tokyo, Osaka, Milton Keynes, Fourways, Ketchum, Idaho, Porto Alegre, Australia, Melbourne","Business intelligence (BI), Enterprise software, Business analytics, Artificial Intelligence (AI), Big data, Data science, Software industry, Software, Analytics, Business Intelligence, Software as a service (SaaS)",https://golden.com/wiki/Yellowfin_Business_Intelligence-M85XYM
Foradian,Foradian Technologies is a provider of ERP enterprise software solutions for education institutions.,https://golden-storage-production.s3.amazonaws.com/topic_images/df1a109a4ce04a44a5914d3aa1e46248.png,http://www.foradian.com/,"India, Texas, Bangalore, India, Indiana","Enterprise resource planning (ERP), Education, Enterprise software, Software as a service (SaaS), Cloud computing, Educational technology, Software, Software engineering",https://golden.com/wiki/Foradian-P8ZP95
Opower,"Opower is an Arlington County, Virginia-based customer engagement and energy efficiency company.",https://golden-storage-production.s3.amazonaws.com/topic_images/ad098c29d5c845cfaf2d15e5ea84c98d.png,http://opower.com/,"Arlington County, Virginia, Austin, Texas, Virginia","Software, Energy efficiency, Smart grid, Software as a service (SaaS), Energy management, Vertical SaaS, Software industry, Cloud computing, Greentech, Sustainability",https://golden.com/wiki/Opower-8GXPW6
Recorded Future,"Internet technology company based in somerville, ma, usa",https://golden-media.s3.amazonaws.com/topic_images/05019ff1e03142cf8e8ce6a27a424978.jpeg,"https://www.recordedfuture.com, http://recordedfuture.com","Somerville, Massachusetts, United States","Computer security, Machine learning, Software as a service (SaaS), Enterprise software, Artificial Intelligence (AI), Internet, Security, Cloud computing, Software, Cybersecurity",https://golden.com/wiki/Recorded_Future-E49DKM
Realtor.com,"Realtor.com is an online platform that allows users to search for real estate property records, houses, condos and lands.",https://golden-media.s3.amazonaws.com/topics/Realtor-com_logo.jpg,http://www.realtor.com/,"Santa Clara, California, San Jose, California","Software as a service (SaaS), Web development, Web design, Mobile commerce, Cloud computing, Real property, Software, Real estate technology, Database Software, B2C",https://golden.com/wiki/Realtor.com-YD8WG3
Zoho Corporation,"Zoho offers a suite of business, collaboration, and productivity applications.",https://golden-storage-production.s3.amazonaws.com/topic_images/73b13f451c294de5806dcd334693bb09.jpeg,"http://www.zohocorp.com, https://zoho.com/, http://zoho.com.cn, http://zoho.com/jp, https://www.zoho.com/","Pleasanton, California, Del Valle, Texas, Chennai, Renigunta, Utrecht, Querétaro, Beijing, Queensland, Yokohama, Dubai, Singapore, Cape Town, Santa Catarina (state), Jeddah, India, Juriquilla, Japan, Dubai Internet City, South Africa","Software as a service (SaaS), Presentation (software), Teacher, Knowledge management (KM), Knowledge management tool, Software, No-code / low-code development, Business intelligence (BI), Healthcare, Dentist, Appointment scheduling software, Issue tracking system, Software industry, Data science, Cloud computing, Project management, Network security, Information technology, Information Services, Enterprise software, Developer tool, CRM, Collaboration, Productivity software, Business software, IT Consulting, Outsourcing, Sales, Gamification",https://golden.com/wiki/Zoho_Corporation-N8PYZB
Vlocity,"VLocity was a San Francisco-based developer of cloud CRM apps founded in 2014 by James Ramsey, Mark Armenante, Craig Ramsey, David Schmaier, Jeff Amann and Young Sohn.",https://golden-storage-production.s3.amazonaws.com/topic_images/6043ce25199246a5806f15db82a7f48b.png,https://vlocity.com/,San Francisco,"Software, No-code / low-code development, No-code, Application software, Cloud computing, Mobile phone, Customer relationship management (CRM), Software as a service (SaaS), Marketing",https://golden.com/wiki/Vlocity-WDV9AR
PivotLink,PivotLink is a San Francisco-based company founded in 2000.,https://golden-storage-production.s3.amazonaws.com/topic_images/9254a1b1c811429b92a0fe07a2c2ec11.png,http://www.pivotlink.com,"San Francisco, Bellevue, Washington, London","Web development, Retail, Software as a service (SaaS), Cloud computing, Software",https://golden.com/wiki/PivotLink-B6VAEM
SnapLogic,"A technology company that has made enterprise software that is an integration platform. It was founded in 2009 and is located in San Mateo, California. ",https://golden-storage-production.s3.amazonaws.com/topic_images/93150ae7523f4251bf6fe3660bfd2252.png,"http://www.snaplogic.com, https://snaplogic.com","San Mateo, California","Cloud computing, Software as a service (SaaS), Data management, Enterprise software, Enterprise, Data integration, Software",https://golden.com/wiki/SnapLogic-GPJJW3
Instructure,"Instructure makes software for learning. Products include Canvas LMS, Bridge and Canvas Network.",https://golden-storage-production.s3.amazonaws.com/topic_images/841ecfc5d34e4a7ea07a98195c864359.png,"https://www.instructure.com/, http://instructure.com","Salt Lake City, Utah","Learning management system, Education, Educational technology, Student information system, University, Software, Software as a service (SaaS), Online Program Management, Software industry, Open core, Cloud computing, Training",https://golden.com/wiki/Instructure-XJMBXZ
Appirio,Appirio is an IT cloud services and consulting company based in Indianapolis. ,https://golden-storage-production.s3.amazonaws.com/topic_images/1d39995345d6429f8e728ba2a4b9edfc.png,http://www.appirio.com/,"Indianapolis, San Mateo, California","Software, Cloud computing, Enterprise software, Software as a service (SaaS), Software industry, Consulting, Marketing",https://golden.com/wiki/Appirio-9649RK
Vanilla Forums,Vanilla Forums is a community forums software founded in 2009 by Todd Burry.,https://golden-storage-production.s3.amazonaws.com/topic_images/9663fe752a434285a72562df23ffb28a.png,"https://vanillaforums.com, https://open.vanillaforums.com","Quebec, California, Canada","Software as a service (SaaS), Social media, Software, Knowledge management (KM), Knowledge management tool, Cloud computing",https://golden.com/wiki/Vanilla_Forums-ZRBBAP
Anaplan,Anaplan is a San Francisco-based company founded by Michael Gould.,https://golden-storage-production.s3.amazonaws.com/topic_images/1f0536bfd99d4e8a8829ffc68294be23.png,"https://www.anaplan.com/, http://anaplan.com",San Francisco,"Enterprise software, Cloud computing, Software as a service (SaaS), Software, Planning, Modeling and simulation, Finance, Enterprise resource planning (ERP), Platform as a service (PaaS), Business, Financial planning (business), Simulation",https://golden.com/wiki/Anaplan-ZRB844
Aryaka,"Aryaka is a San Mateo, California-based networking company offering SD-WAN and SASE solutions.",https://golden-storage-production.s3.amazonaws.com/topic_images/65abb3b33e444d03b2ac8de3fc0c5be6.png,"http://www.aryaka.com/, http://aryaka.com","Milpitas, California, San Mateo, California","Computer network, Software, Software as a service (SaaS), Enterprise software, Cloud computing, Network service, Cloud management, Network as a Service (NaaS), Wide area network (WAN), Network security, Managed security service, Cybersecurity",https://golden.com/wiki/Aryaka-96KJAM
GlobalEnglish,GlobalEnglish is a Business English and Communication Training partner for corporations and professionals.,https://golden-storage-production.s3.amazonaws.com/topic_images/08ccbd9029c74ae5902b6693df35f040.png,https://globalenglish.com/,"Brisbane, California, United Kingdom","Education, Software, Software as a service (SaaS), Cloud computing, Educational technology, E-learning",https://golden.com/wiki/GlobalEnglish-KYVE5X
Marin Software,Marin Software is a San Francisco-based company founded in 2006 by Christopher Lien.,https://golden-storage-production.s3.amazonaws.com/topic_images/f62ad5d6f2614060957986761e34b9cf.png,http://www.marinsoftware.com/,"San Francisco, Austin, Texas","Advertising, Marketing, Social media, Software as a service (SaaS)",https://golden.com/wiki/Marin_Software-56ADV8
Bronto Software,"Bronto Software is a Durham, North Carolina-based company founded in 2002.",https://golden-storage-production.s3.amazonaws.com/topic_images/b4cdd795fec74902878776f188f4223c.png,http://bronto.com,"Durham, North Carolina, United Kingdom","Software, Software as a service (SaaS)",https://golden.com/wiki/Bronto_Software-JJYEZ6
Schoology,Schoology is a learning management system founded in 2009 by Anton Chekhov.,https://golden-storage-production.s3.amazonaws.com/topic_images/54a06b3f493b4ffc9c41a56e18607f9c.png,"https://www.schoology.com/, http://schoology.com","New York City, New York, United Kingdom","Learning management system, Software, Education, Enterprise software, Software as a service (SaaS), Educational technology, Classroom management software, B2C, Cloud computing",https://golden.com/wiki/Schoology-ZRN9JR
Heyo,Heyo is a company founded in 2010.,https://golden-storage-production.s3.amazonaws.com/topic_images/6f5a6eed9af84209b3c7550bbe440ee9.png,http://heyo.com,"Blacksburg, United States","Social media marketing, Software as a service (SaaS), Social media, Small business, Cloud computing, Software, Adtech, Marketing",https://golden.com/wiki/Heyo-56RVBY
Badgeville,"Badgeville is a Redwood City, California-based company founded in 2010.",https://golden-storage-production.s3.amazonaws.com/topic_images/35f95e756f3143dca0d47674e26cdb22.png,http://www.badgeville.com/,"Redwood City, California","Enterprise software, Software as a service (SaaS)",https://golden.com/wiki/Badgeville-X3K4XB
Trello,Trello is a visual collaboration tool that provides a shared perspective on any project.,https://golden-storage-production.s3.amazonaws.com/topic_images/9b48283a2ef34815895222e97b9f07db.png,https://trello.com/,"New York City, New York, Iowa","Software, Project management, Software as a service (SaaS), Productivity software, Issue tracking system, Cloud computing, Collaboration, Open-source software",https://golden.com/wiki/Trello-BNZBVK
Hearsay Systems,Hearsay Systems (formerly Hearsay Social) is a software-as-a-service (SaaS) digital marketing platform for financial services that uses predictive analytics to help financial advisors automate marketing tasks.,https://golden-storage-production.s3.amazonaws.com/topic_images/7d293cc2fa214d7389a0c5fe9fd9eb07.png,"https://hearsaysystems.com/, http://www.hearsaysocial.com","San Francisco, Budapest","Compliance, Cloud computing, Software, Women Founded, Social media marketing, Social media, Marketing, Digital marketing, Financial services, Enterprise, Sales, Social, Business software, Software as a service (SaaS), Productivity software",https://golden.com/wiki/Hearsay_Systems-X38DDX
WeVideo,"WeVideo is a Mountain View, California-based company founded in 2011.",https://golden-storage-production.s3.amazonaws.com/topic_images/aa352c302d354427b299dabca3234e23.png,"http://www.wevideo.com/schools, http://www.wevideo.com/","Mountain View, California","Digital storytelling, Video editing, Software as a service (SaaS), Cloud computing, Software, Solution Analysts",https://golden.com/wiki/WeVideo-KXWAXE
New Relic,"A software company that provides functionality insights regarding software for enterprises. It was founded in 2008 and is located in San Francisco, California. ",https://golden-storage-production.s3.amazonaws.com/topic_images/139bf71459824722bad7bd0083937e3a.png,"http://newrelic.com/, http://www.newrelic.com","San Francisco, New York City","Software, Cloud computing, Software as a service (SaaS), GraphQL, ModelOps, Big data, Open-source software, Open source management",https://golden.com/wiki/New_Relic-D4KM5Y
Mobile Roadie,"Mobile Roadie is a Palo Alto, California-based company founded in 2009.",https://golden-storage-production.s3.amazonaws.com/topic_images/fe8c992538be4c7b9346c3e8f643cfdd.png,http://www.mobileroadie.com,"Palo Alto, California, New York, London, Norway, Oslo, Soho, New York City, United States","Android, iPhone, Software as a service (SaaS), Cloud computing, Software, Solution Analysts, Software development",https://golden.com/wiki/Mobile_Roadie-JX9J96
Zuora,Zuora is a software company that aids businesses in managing their subscription-based services.,https://golden-storage-production.s3.amazonaws.com/topic_images/bcff7d3659b5420e9f490d18c6cd9b61.png,"https://www.zuora.com/, https://zuora.com/","Redwood City, California, Foster City, California","Financial Software, Software, Software as a service (SaaS), Enterprise software, Payment, Financial technology",https://golden.com/wiki/Zuora-D4V9VA
