Name,Description,Thumbnail,Official Website,Location,Industry,Url
BetterDoctor,"BetterDoctor, a technology company, delivers provider directory data and has a database that can be accessed through a responsive API.",https://golden-storage-production.s3.amazonaws.com/topic_images/2cbd48c4b43a48d5b58a2e14f6f4d0ac.png,"http://BetterDoctor.com, http://betterdoctor.com/","San Francisco, United States, Overland Park, Kansas","Health information technology, Healthcare, Software as a service (SaaS), Big data, Application programming interface (API), Cloud computing, Software, Health, Online to offline, Diagnosis, Electronic health record",https://golden.com/wiki/BetterDoctor-639P6RZ
Capriza,Company,https://golden-storage-production.s3.amazonaws.com/topic_images/0337b4bccadc4f3eaded9550a4afccbd.png,https://www.capriza.com,"Palo Alto, California","Enterprise software, Software as a service (SaaS), Cloud computing, Software, Financial technology",https://golden.com/wiki/Capriza-ZXE8RWR
PagerDuty,"PagerDuty is company providing an operations performance platform for  small, mid-size and enterprise. It participated in the S10 cohort of Y Combinator.",https://golden-storage-production.s3.amazonaws.com/topic_images/a5ee07eb94be440f9afcc89462a05fef.png,"http://www.pagerduty.com, https://pagerduty.com/",San Francisco,"Software as a service (SaaS), Enterprise software, Cloud computing, Enterprise IT Management, Business-to-business, Operations, Management, Digital transformation, Information technology, Software, ModelOps, Artificial Intelligence (AI), Open source management, DevOps",https://golden.com/wiki/PagerDuty-BWK8ERR
SigOpt,"SigOpt is a computer software company with an optimization platform for research. It was founded in 2014 and is located in San Francisco, California. ",https://golden-storage-production.s3.amazonaws.com/topic_images/5d5ee94c02e14ee7a0de676581f86700.png,https://sigopt.com/,San Francisco,"Software as a service (SaaS), Business-to-business, Machine learning, Cloud computing, Software, Artificial Intelligence (AI)",https://golden.com/wiki/SigOpt-VWRGBEP
Benchling,"Benchling is a company based in San Francisco focusing on life science collaboration, both private and public, through creating cloud based software tools for digital DNA sequence editing, designing and running experiments, analyzing data, and sharing research. ",https://golden-storage-production.s3.amazonaws.com/topic_images/c65ffa226209402c9d0ecd06274bc828.png,"https://benchling.com/, https://www.benchling.com/",San Francisco,"Biotechnology, Synthetic biology, Bioinformatics, Data management, Collaboration, Software, Genomics, B2B, Software as a service (SaaS)",https://golden.com/wiki/Benchling-PBWGYEY
Cerebri AI,Cerebri AI is an AI company that is developing an end-to-end AI and data science platform.,https://golden-media.s3.amazonaws.com/topic_images/e55c1760f827469b8de8eaf4df809cab.jpeg,http://www.cerebriai.com,"Austin, Texas, Canada","Deep learning, Artificial Intelligence (AI), Machine learning, Enterprise software, Software as a service (SaaS), Information technology, Cloud computing",https://golden.com/wiki/Cerebri_AI-MN4DJJ6
Smartvid.io,Smartvid.io has made a platform for that is interested in providing analysis of industrial media,https://golden-storage-production.s3.amazonaws.com/topic_images/69381accfe2e4e26834caf04242f12f9.png,http://smartvid.io,"Cambridge, Massachusetts","Deep learning, Software as a service (SaaS), Analytics, Cloud computing, Software, Artificial Intelligence (AI)",https://golden.com/wiki/Smartvid.io-W4BGMYR
EverString Technology,EverString delivers AI-enabled solutions for marketing professionals.,https://golden-media.s3.amazonaws.com/topic_images/6aad995816c749aca8f176533bd426e0.jpeg,"http://everstring.com, http://www.everstring.com","San Mateo, California","Predictive analytics, Artificial Intelligence (AI), Business-to-business, Marketing, Sales, Software as a service (SaaS)",https://golden.com/wiki/EverString_Technology-DBEDN6V
Textio,Textio is a writing-enhancement service powered by big data.,https://golden-media.s3.amazonaws.com/topic_images/5b81af42cec24beab30cd2e87cb12b9c.jpeg,https://textio.com,"Seattle, United States","Software as a service (SaaS), Enterprise software, Artificial Intelligence (AI), Productivity software, Software, Writing, Augmented reality, Human connectivity, Cloud computing, Software industry, Natural language processing (NLP)",https://golden.com/wiki/Textio-5K9WAYG
AppZen,AppZen is a San Jose-based company that provides an AI-based auditing platform for finance teams.,https://golden-storage-production.s3.amazonaws.com/topic_images/05418f4875e24f5e96670ee023faaa37.png,"http://www.appzen.com, http://appzen.com","San Jose, California, Santa Clara, California, United States","Software as a service (SaaS), Enterprise software, Artificial Intelligence (AI), Office automation, Audit, Finance, Automation, Business, Software, Robotic process automation, Cloud computing, Accounting, Financial technology, Autonomous System, Financial technology, Simultaneous Localization and Mapping, Machine learning",https://golden.com/wiki/AppZen-R9DGZRV
Solvvy,Solvvy is a machine-learning based company that works on improving customer experience.,https://golden-storage-production.s3.amazonaws.com/topic_images/7828b81ef11444648cb7d2156dbb8090.png,"https://www.solvvy.com, https://solvvy.com/","San Mateo, California, Palo Alto, California, California, Burlingame, California","CRM, Customer experience, Natural language processing (NLP), Customer relationship management (CRM), Artificial Intelligence (AI), Service (economics), Customer service, Software, Machine learning, Self-service, Customer support, Productivity software, Business software, Automation, Software as a service (SaaS), Information technology, Internet",https://golden.com/wiki/Solvvy-BWK8PRG
AllyO,AllyO is AI-based recruiting company.,https://golden-media.s3.amazonaws.com/topic_images/0a7408b139014965a985efb8fb113ff4.jpeg,https://allyo.com,"Sunnyvale, California","Software as a service (SaaS), Recruitment, Human resource management, Artificial Intelligence (AI), Cloud computing, Software, Sales",https://golden.com/wiki/AllyO-EAVDJ38
Remesh,"Remesh is an AI-based company to gather collective insights founded in 2014 by Aaron Slodov, Andrew Konya and Gary Ellis.",https://golden-storage-production.s3.amazonaws.com/topic_images/65aff3381da047789209be98686cd70e.png,http://remesh.ai,"New York City, Cleveland, Brooklyn, New York","Software as a service (SaaS), Artificial Intelligence (AI), Market research, Software, Cloud computing, Advertising, Marketing, Engagement marketing, Research",https://golden.com/wiki/Remesh-ZXE8G48
Agent IQ,Agent IQ is a company that develops AI software for digitizing banking operations.,https://golden-media.s3.amazonaws.com/topic_images/42e0b8ea6a0141538c98bca915923110.jpeg,"http://agentiq.com, https://vimeo.com/agentiq","San Francisco, California","Software as a service (SaaS), Customer service, Digital marketing, Artificial Intelligence (AI), Customer support, Cloud computing, Software",https://golden.com/wiki/Agent_IQ-R9DGZKV
Jobox.ai,An AI company for professionals to manage jobs and finances.,https://golden-media.s3.amazonaws.com/topic_images/344faba15e154d29853e0c12d16cbbf3.jpeg,http://www.jobox.ai,"Palo Alto, California, Fort Lauderdale, Florida, New York City","Software as a service (SaaS), Service provider, Mobile payment, Artificial Intelligence (AI), Machine learning, Software development, Software, Cloud computing, Marketplace, Backend-as-a-service",https://golden.com/wiki/Jobox.ai-NMGD3Z4
Tessian,Tessian (formerly Checkrecipient) is an artificial intelligence email security platform.,https://golden-media.s3.amazonaws.com/topic_images/287c046e9e814055852e0626197105ea.jpeg,"https://www.tessian.com/, http://tessian.com, https://www.checkrecipient.com/","London, New York City, San Francisco, United Kingdom","Software as a service (SaaS), Enterprise software, Artificial Intelligence (AI), Information security, Security, Email, Machine learning, Email Security, Cybersecurity, Cloud computing, Software, Data security, Governance, risk management, and compliance, Information technology, Compliance, Software development",https://golden.com/wiki/Tessian-8AR8YXR
SiteZeus,Artificial Intelligence company for real estate site analysis.,https://golden-media.s3.amazonaws.com/topic_images/13c5eb1aa2024a5492d6316d717ef629.jpeg,https://sitezeus.com/,"Tampa, Florida","Artificial Intelligence (AI), Software as a service (SaaS), Software development, Machine learning, Real estate technology, Cloud computing, Software, Geospatial intelligence",https://golden.com/wiki/SiteZeus-639PGXA
AppDirect,AppDirect is a company providing an end-to-end cloud commerce platform for businesses.,https://golden-media.s3.amazonaws.com/topic_images/d1477fe86b294adaaafed0a8bd0eb271.jpeg,"https://www.appdirect.com, http://appdirect.com",San Francisco,"Software as a service (SaaS), Application programming interface (API), Cloud computing, Marketplace, Management, Software",https://golden.com/wiki/AppDirect-5K9G9KP
Sqreen,Sqreen is a San Francisco-based cybersecurity company developing a monitoring and protection platform for corporations.,https://golden-media.s3.amazonaws.com/topic_images/3cb0f355a2ce4079bf2d55b9753984d7.jpeg,"https://www.sqreen.io, http://sqreen.io, http://sqreen.com","Paris, San Francisco, United States","Software as a service (SaaS), Web development tools, Security, Cloud computing, Infrastructure, Cybersecurity, Management, Software, Web application security",https://golden.com/wiki/Sqreen-PBW8WPZ
monday.com,"Monday is a technology company with software as a service that is a team management tool for businesses and companies.  Founded in 2012, it is located in Tel Aviv, Israel, and also has an office in New York City.",https://golden-storage-production.s3.amazonaws.com/topic_images/bd3bdc16b4de4769b9d9da39084e9f63.png,https://monday.com,"New York City, Tel Aviv","Software as a service (SaaS), Enterprise software, Task management, Project management, Cloud computing, Software, Document management system, DevOps, Spreadsheet",https://golden.com/wiki/monday.com-8ARGRGW
Leadpages,Leadpages provides website and landing page building tools for small businesses.,https://golden-media.s3.amazonaws.com/topic_images/e760772ed3a54f5eae6eaf0d49bfdd17.jpeg,https://www.leadpages.net,Minneapolis,"Design, Digital marketing, User experience design, Software as a service (SaaS), Humancomputer interaction, Product design, E-commerce, Cloud computing, Software",https://golden.com/wiki/Leadpages-63989GP
botkeeper,Botkeeper combines artificial intelligence and machine learning technology with accountants to deliver a bookkeeping & pre-accounting solution to accounting firms and their clients.,https://golden-media.s3.amazonaws.com/topic_images/cf6988e91d97427bbab57dd0869c09a7.jpeg,"http://www.botkeeper.com, http://botkeeper.com, https://www.botkeeper.com/about",Boston,"Accounting, Financial technology, Bookkeeping, Software as a service (SaaS)",https://golden.com/wiki/botkeeper-K468A3B
Enboarder,Enboarder is a company founded in 2015 by Brent Pearson.,https://golden-media.s3.amazonaws.com/topic_images/71a0475e9be14dd2b28430d288d73716.jpeg,"http://enboarder.com, http://www.enboarder.com/","Sydney, Australia, New York City, Austin, Texas","Software as a service (SaaS), Information technology, Information Systems & Services, Human resource management, Human resources, Cloud computing, Software",https://golden.com/wiki/Enboarder-8ARGN3Y
Crowdz,"Crowdz is a blockchain company founded in 2014 by Payson Johnston, Steven Lee and Kevin Hopkins.",https://golden-storage-production.s3.amazonaws.com/topic_images/c3840b6c88d241c183c10af2413dd4d9.png,"http://www.Crowdz.AI, http://www.Crowdz.io","Sunnyvale, California, United States, Campbell, California","Predictive analytics, Cryptocurrency, Software as a service (SaaS), Supply chain management, Blockchain, Artificial Intelligence (AI), Cloud computing, Software, Business development, Financial technology",https://golden.com/wiki/Crowdz-PBW88W3
Chronicled,"Chronicled is a blockchain company founded by Ryan Orr, Samantha Radocchia, Maurizio Greco and David Aho.",https://golden-media.s3.amazonaws.com/topic_images/ea49f18bb8c74305989b5fe0fd43da7c.jpeg,http://chronicled.com,"San Francisco, United States","Supply chain management, Blockchain, Internet of things (IoT), Software development, Privacy, Automation, Enterprise, Supply chain, Enterprise resource planning (ERP), Software as a service (SaaS), Financial technology, Bioinformatics, Biotechnology, Genomics, Health, Healthcare, Drug development",https://golden.com/wiki/Chronicled-AMB445Z
Omny,"Omny is a blockchain company founded by Mitesh Rao, G Sunny Grewal and Omny Co.",https://golden-media.s3.amazonaws.com/topic_images/273ea026e15f4564a1ff02f6102035e3.jpeg,http://omnyhealth.com,"Atlanta, San Francisco Bay Area, Belmont, California","Software as a service (SaaS), Health information technology, Healthcare, Blockchain, Cloud computing, Software, Electronic health record",https://golden.com/wiki/Omny-R9D8596
Factom Foundation,"Factom Foundation is a blockchain company founded in 2014 by Abhi Dobhal, David Johnston, Brian Deery, Tiana Laurence, Paul Snow and Peter Kirby.",https://golden-media.s3.amazonaws.com/topic_images/ea461602625f480db63c831c41bfad14.jpeg,"https://factom.com/devs/factom-foundation, https://www.factom.com/","Austin, Texas, United States","Financial technology, Blockchain, Big data, Cryptocurrency, Decentralized File Storage, Information Technology & Services, Decentralized cryptocurrency exchange, Software as a service (SaaS), Bitcoin, Digital currency, Tokenization, Blockchain and cryptocurrency",https://golden.com/wiki/Factom_Foundation-VWR6VPN
Celmatix,Celmatix is a personalized medicine company focused on womens health.,https://golden-media.s3.amazonaws.com/topic_images/ddd8d0672c3047de8718597851e10971.jpeg,"http://www.celmatix.com, http://celmatix.com","Brooklyn, New York City, New York","Software as a service (SaaS), Diagnosis, Biotechnology, Genetics, Women's Health, Cloud computing, Software, Femtech",https://golden.com/wiki/Celmatix-R9D8JK6
Clinical Research IO,Clinical Research IO is a clinical research company founded in 2015 by Phuc Truong.,https://golden-media.s3.amazonaws.com/topic_images/6fd412bd92cd4c7a8bbe83c49970cc5f.jpeg,http://www.clinicalresearch.io,"Cambridge, Massachusetts, Cambridge, Cambridgeshire, Boston","Software as a service (SaaS), Healthcare, Tablet computer, Biotechnology, Cloud computing, Software",https://golden.com/wiki/Clinical_Research_IO-PBW89RY
First Warning Systems,First Warning Systems is a predictive analytics for breast cancer screening company founded by Matt Benardis.,https://golden-media.s3.amazonaws.com/topic_images/317ac1e70e24428ca6cefbf6801012f9.jpeg,http://www.firstwarningsystems.com,,"Software as a service (SaaS), Predictive analytics, Medical device, Biotechnology, Cloud computing, Software, Marketing, Software development, Web development",https://golden.com/wiki/First_Warning_Systems-R9D8ZX5
Riffyn,"Riffyn is a company that develops cloud-based R&D software that they call the Scientific Development Environment (SDE). The SDE is a computer aided design (CAD) platform allowing users to visually design processes and experiments, execute experiments, collect and analyze data in real-time using machine learning, and share results and protocols  eas",https://golden-media.s3.amazonaws.com/topic_images/e0b70f6b9a134e2894b393cd867ddd73.jpeg,http://riffyn.com,"Oakland, California","Software as a service (SaaS), Materials science, Biotechnology, Synthetic biology, Cloud computing, Software, Analytics",https://golden.com/wiki/Riffyn-YX9D69Y
HireEZ,"HireEZ, formerly Hiretual, is a Mountain View, California-based developer of an artificial intelligence-powered recruitment platform to help companies find employees.",https://golden-storage-production.s3.amazonaws.com/topic_images/7711133beeda4f8a8aea973c8761e15a.png,https://hireez.com/,"Mountain View, California","Software as a service (SaaS), Recruitment, Artificial Intelligence (AI), Software",https://golden.com/wiki/HireEZ-6398M6M
Celential.ai,Celential is a recruiting company which uses artificial intelligence (AI) to surface and vet software engineering candidates.,https://golden-media.s3.amazonaws.com/topic_images/548fd780f0904ee7b04ddcfc303c0938.jpeg,http://celential.ai,"Mountain View, California, Sunnyvale, California","Human resources, Human resource management, Recruitment, Automation, Big data, Software as a service (SaaS), Natural language processing (NLP), Artificial Intelligence (AI), Cloud computing, Software, Personal development",https://golden.com/wiki/Celential.ai-NMG895Y
NexLP,NexLP is an artificial Intelligence company founded by Jay Leib.,https://golden-media.s3.amazonaws.com/topic_images/480f9e0e941f4fd68b438406792b4c26.jpeg,http://www.nexlp.com,Chicago,"Software as a service (SaaS), Big data, Natural language processing (NLP), Artificial Intelligence (AI), Cloud computing, Software, Analytics",https://golden.com/wiki/NexLP-XKEDRBW
Phrasee,Phrasee is a London-based developer of artificially intelligence copywriting tools for corporations and marketing teams.,https://golden-media.s3.amazonaws.com/topic_images/6adf7adb74e04fea8ec11f0dcdbe03b6.jpeg,https://phrasee.co,"London, United Kingdom, Milwaukee","Machine learning, Natural language processing (NLP), Artificial Intelligence (AI), Software, Marketing, Synthetic Media, Platform as a service (PaaS), Software as a service (SaaS)",https://golden.com/wiki/Phrasee-K468ZRX
Cognigy,Cognigy is a developer of conversational AI services and products for enterprise customer contact centers. ,https://golden-storage-production.s3.amazonaws.com/topic_images/7d76246d042f4e6090508fc9133535c1.png,http://www.cognigy.com,"San Francisco, D¸sseldorf, London, Sydney, Tokyo, M·laga, Dubai, Seoul","Natural language processing (NLP), Artificial Intelligence (AI), Customer support, Chat (industry), Software as a service (SaaS), Customer service, No-code / low-code development",https://golden.com/wiki/Cognigy-BWK6VGB
Element AI,An artificial Intelligence company making a business intelligence platform. ,https://golden-media.s3.amazonaws.com/topic_images/43ef2b27cd744ac0a22abd26a23e0803.jpeg,"http://www.elementai.com, https://elementai.com/","New York City, Canada, Montreal, Quebec","Artificial Intelligence (AI), Management consulting, Machine learning, AI safety, Machine vision, Productivity, Software as a service (SaaS), Financial technology",https://golden.com/wiki/Element_AI-W4BDVZD
VoiceOps,"Call analytics platform that uses artificial intelligence to transcribe and analyze sales calls, providing enterprises with actionable feedback to improve the performance of their sales teams.",https://golden-media.s3.amazonaws.com/topic_images/c41f9b0d4688461d987543e5a7b0df29.jpeg,https://voiceops.com,San Francisco,"Software as a service (SaaS), Sales, Machine learning, Artificial Intelligence (AI), Software development, Call centre, Training, Coaching, Software, Cloud computing",https://golden.com/wiki/VoiceOps-4N95NXW
Slintel,Slintel is an artificial Intelligence company founded in 2016.,https://golden-media.s3.amazonaws.com/topic_images/95be9d0b3ef348dbbbca5627273839d7.jpeg,"http://www.slintel.com, https://slintel.com/","Mountain View, California, San Francisco, India","Enterprise software, Software as a service (SaaS), Cloud computing, Software, Advertising, Marketing, Sales",https://golden.com/wiki/Slintel-8AR6JJJ
LevaData,LevaData is an artificial Intelligence company founded in 2013 by Rajesh Kalidindi.,https://golden-media.s3.amazonaws.com/topic_images/4a601410adcf41e483b08d1bcd19966e.jpeg,http://www.levadata.com,"Sunnyvale, California, San Jose, California","Software as a service (SaaS), Enterprise software, Artificial Intelligence (AI), Supply chain management, Financial services, Software, Cloud computing, Management",https://golden.com/wiki/LevaData-NMGKYXV
ultimate.ai,"ultimate.ai is an artificial Intelligence company founded in 2017 by Reetu Kainulainen, Markus Rautio and Jaakko Pasanen.",https://golden-media.s3.amazonaws.com/topic_images/ffb7167e9212437e8b45af5006594bca.jpeg,"https://www.ultimate.ai/, http://ultimate.ai, https://www.ultimate.ai","Helsinki, Berlin, Finland, Delaware, Germany","Customer service, Artificial Intelligence (AI), Software as a service (SaaS)",https://golden.com/wiki/ultimate.ai-6396AKD
Tray.io,Hosted programming platform for developing with public APIs.,https://golden-media.s3.amazonaws.com/topic_images/761610f3ff424fd6ab7ab196a1b217b4.png,http://tray.io/,San Francisco,"Platform as a service (PaaS), Data integration, Business intelligence (BI), Software as a service (SaaS), Workflow, Automation, Cloud computing, Software, No-code / low-code development",https://golden.com/wiki/Tray.io-4N958ZX
Lively (company),Lively is a company providing health savings accounts for individuals founded in 2016 by Shobin Uralil.,https://golden-storage-production.s3.amazonaws.com/topic_images/0da65d4b992d4377b9165c771d3dc0c9.jpeg,"https://livelyme.com, http://www.livelyme.com","San Francisco, San Diego","E-commerce, Healthcare, Financial technology, Payment system, Software as a service (SaaS), Financial services, Payment, Vertical SaaS, Cloud computing, Software, Insurance",https://golden.com/wiki/Lively_(company)-GE8PNPD
DemystData,DemystData is a company that provides data integration technology for financial services.,https://golden-media.s3.amazonaws.com/topic_images/268752adbd90444998d04b36aa821dfc.png,http://demyst.com,"New York City, New York, New York, Iowa","Credit (finance), Big data, Software as a service (SaaS), Predictive analytics, Software, Marketplace, Cloud computing",https://golden.com/wiki/DemystData-JNZJGK5
Cloudability,"Cloudability is a company founded by Mat Ellis, JR Storment and Jon Frisby.",https://golden-storage-production.s3.amazonaws.com/topic_images/6540ccd9ab41452a868d37fbd9fd7cb0.png,https://www.apptio.com/products/cloudability/,"Bellevue, Washington, United States, Portland, Oregon","Software as a service (SaaS), Cloud computing, Cloud management, Software, Information technology",https://golden.com/wiki/Cloudability-R9DMPB6
AnyRoad,"A technology company specializing in creating enterprise software. It was founded in 2013 and is located in San Francisco, California.",https://golden-storage-production.s3.amazonaws.com/topic_images/7adb9369f4da474ba798179f34447b35.png,"https://www.anyguide.com/, https://www.anyroad.com/","San Francisco, United States","Enterprise software, Software as a service (SaaS), Cloud computing, Software, Event management",https://golden.com/wiki/AnyRoad-ZXERWE9
LIFEDOJO,"LIFEDOJO is a San Francisco-based company founded in 2013 by Chris Cutter, Varun Vummidi and Patricia Bedard.",https://golden-storage-production.s3.amazonaws.com/topic_images/8bd029602bd44e64a5aad20c88b72ceb.png,"http://www.lifedojo.com/, http://lifedojo.com",San Francisco,"Workplace wellness, Business-to-business, Healthcare, Software as a service (SaaS), Cloud computing, Software, Financial Wellness",https://golden.com/wiki/LIFEDOJO-XKEJMYY
Parabol,"Parabol is an Alhambra, California-based company founded by Taya Mueller.",https://golden-storage-production.s3.amazonaws.com/topic_images/a5effd3fd0d14b33819a160f9d8bef9e.png,https://parabol.co,"Alhambra, California","Enterprise software, Software as a service (SaaS), Cloud computing, Software, Collaboration",https://golden.com/wiki/Parabol-GE8PRVZ
Upshot,Upshot is a company founded by Joseph Turian.,https://golden-storage-production.s3.amazonaws.com/topic_images/82029bb4cf4d4790b5e79143ed5b86ba.png,http://www.upshotdata.com,"Illinois, Chicago, Boston","Mobile enterprise, Enterprise software, Software as a service (SaaS), Cloud computing, Software, Non-fungible token (NFT)",https://golden.com/wiki/Upshot-YX9YRGB
PlayVox,PlayVox is a customer service quality monitoring software developed to improve the customer experience.,https://golden-storage-production.s3.amazonaws.com/topic_images/1084e0a943474e278d71a271d30da24f.png,"http://www.arcaris.com, http://playvox.com/, https://www.playvox.com/","California, Sunnyvale, California","Software as a service (SaaS), Enterprise software, Customer service, Customer experience, Customer support, Customer success, Smart speaker, Cloud computing, Software, Coaching, Sales, Gamification, Artificial Intelligence (AI)",https://golden.com/wiki/PlayVox-AMB5X44
wise.io,"Better customer experience with Machine Learning, allowing companies to scale customer facing ops while increasing the level of customer care.",https://golden-storage-production.s3.amazonaws.com/topic_images/212cf5c265f448819040281e6749038b.png,"http://wise.io, http://about.wise.io","Berkeley, California","Machine learning, Enterprise software, Software as a service (SaaS), Artificial Intelligence (AI), Cloud computing, Software, Analytics",https://golden.com/wiki/wise.io-DBEMJAG
Selligy,"Selligy is a San Carlos, California-based company founded in 2011 by Usman Muzaffar.",https://golden-storage-production.s3.amazonaws.com/topic_images/fa3b74c9199d47cf86028e282ee2e5e1.png,http://selligy.com,"San Carlos, California","Customer relationship management (CRM), Software as a service (SaaS), Cloud computing, Software, Marketing",https://golden.com/wiki/Selligy-K46YEY4
Preact,Preact is a company founded in 2011.,https://golden-storage-production.s3.amazonaws.com/topic_images/0a3d4a0970834727ba4ccd7fc58395c4.png,"http://www.preact.com, https://preact.com/","San Francisco, California, United Kingdom","Predictive analytics, Data mining, Machine learning, Customer support, Software as a service (SaaS), Artificial Intelligence (AI)",https://golden.com/wiki/Preact-VWR9M3P
VendScreen,"VendScreen is a Portland, Oregon-based company founded in 2011 by Paresh Patel.",https://golden-storage-production.s3.amazonaws.com/topic_images/b6df4e2a423f4ae7a41ff22747dbe9c8.png,http://www.vendscreen.com,"Portland, Oregon","Software as a service (SaaS), Digital media, Cloud computing, Software",https://golden.com/wiki/VendScreen-39P6WP5
Padlet,"Also known as Wall Wishing, Padlet is a company providing an internet application that enables users to create a bulletin board where they can display contents such as images, videos, text and documents.",https://golden-storage-production.s3.amazonaws.com/topic_images/3961f6c986a04884825d0eaf05cece82.png,http://padlet.com,"San Francisco, California","Educational technology, Education, Software as a service (SaaS), Knowledge management (KM), Cloud computing, Software",https://golden.com/wiki/Padlet-BWKE9XG
Codeship,Codeship is a Boston-based company founded in 2011 by Moritz Plassnig.,https://golden-storage-production.s3.amazonaws.com/topic_images/8c446f8ce991495e9b402b3ef67c0166.png,http://www.codeship.io/,Boston,"Infrastructure as a service (IaaS), Software as a service (SaaS), Cloud computing, Software, Cloud management",https://golden.com/wiki/Codeship-NMGKE66
Gtmhub,Gtmhub is a cloud-based strategy execution platform that builds OKR software for enterprises and not-for-profits.,https://golden-storage-production.s3.amazonaws.com/topic_images/f1ed31d466e248a2a56f45e8753665fb.png,https://gtmhub.com,"Sofia Province, Denver","Business process management, Productivity software, Human resources, Analytics, Software as a service (SaaS)",https://golden.com/wiki/Gtmhub-8AR6EBN
Losant,"Losant is a Cincinnati-based company founded in 2015 by Charlie Key, Brandon Cannaday and Michael Kuehl.",https://golden-storage-production.s3.amazonaws.com/topic_images/016fa6ec827b446d8867f72f1a8e63f5.png,https://www.losant.com/,Cincinnati,"Platform as a service (PaaS), Internet of things (IoT), Enterprise software, Software as a service (SaaS), Management, Enterprise, Cloud computing, Software",https://golden.com/wiki/Losant-W4BNG36
Branch Messenger,Branch Messenger is a Minneapolis-based company founded by Atif Siddiqi.,https://golden-storage-production.s3.amazonaws.com/topic_images/ae2c27fb3ee2486ebd87241697d3b8aa.png,"http://www.branchmessenger.com/, http://www.branchapp.com/",Minneapolis,"Enterprise software, Software as a service (SaaS), Collaboration tool, Financial technology, Cloud computing, Software, Bank, Business development, Payment",https://golden.com/wiki/Branch_Messenger-GE8PDYN
Liveoak Technologies,"Liveoak Technologies is an Austin, Texas-based company founded in 2014 by Andy Ambrose.",https://golden-storage-production.s3.amazonaws.com/topic_images/c8ff7318981e42ad957684214de0c2e9.png,http://www.liveoak.net,"Austin, Texas","Software as a service (SaaS), Video conferencing, Cloud computing, Software",https://golden.com/wiki/Liveoak_Technologies-MN4BD3W
HYP3R,"HYP3R is a San Francisco-based company founded by Juan Carlos, Jorge Su·rez and Omar Ramos.",https://golden-storage-production.s3.amazonaws.com/topic_images/7f10be3f54b440b0b70f89ce848e57ba.png,http://hyp3r.com,San Francisco,"Enterprise software, Software as a service (SaaS), Social media, Cloud computing, Software",https://golden.com/wiki/HYP3R-EAVZD46
Cutover,Cutover is a company founded in 2013 by Marcus Wildsmith.,https://golden-storage-production.s3.amazonaws.com/topic_images/b883431cd378407da541036f030be30b.png,"https://cutover.com/, https://www.cutover.com/","London, New York City, United Kingdom","Financial technology, DevOps, Software as a service (SaaS)",https://golden.com/wiki/Cutover-8AR686W
StopLight,"Stoplight is an Austin, Texas based company developing an API design and documentation platform.",https://golden-storage-production.s3.amazonaws.com/topic_images/d2a54df9b9954943a43371aaef8401d2.png,https://stoplight.io,"Austin, Texas","Application programming interface (API), Software as a service (SaaS), Enterprise, Cloud computing, Software, API as a product",https://golden.com/wiki/StopLight-VWR9GBE
Bitfusion,"Bitfusion is an Austin, Texas-based company founded by Subbu Rama, Mazhar Memon and Maciej Bajkowski.",https://golden-storage-production.s3.amazonaws.com/topic_images/3618006e618842469a4dd10866414f58.png,http://www.bitfusion.io,"Austin, Texas","Cloud computing, Software as a service (SaaS), Artificial Intelligence (AI), Application software, Software",https://golden.com/wiki/Bitfusion-W4BNGKA
SkySpecs,SkySpecs is a company founded in 2012 by Daniel Ellis.,https://golden-storage-production.s3.amazonaws.com/topic_images/7849a109de7e4177bb6a7a1f40dd04ae.png,"http://skyspecs.com, https://fincovi.com/","Ann Arbor, Michigan, Republic of Ireland","Drones, Renewable energy, Aerospace, Wind power, Automation, Infrastructure, Inspection, Analytics, Autonomous System, Software as a service (SaaS), Simultaneous Localization and Mapping, Unmanned aerial vehicle (UAV), Machine learning, Artificial Intelligence (AI), Sustainability",https://golden.com/wiki/SkySpecs-XKEJG56
ParLevel Systems,"ParLevel Systems is a company founded in 2013 by Walter Teele Vera, Rafael Barroso, Luis P Gonzalez, Alan Munson, Gabriel Senior and Alfonso GarcÌa.",https://golden-storage-production.s3.amazonaws.com/topic_images/e51eed40bc17428baff60e74862fff43.png,http://www.parlevelsystems.com,"United States, San Antonio","Software as a service (SaaS), Enterprise software, Business-to-business, Finance, Cloud computing, Software",https://golden.com/wiki/ParLevel_Systems-5K96GMM
TrueAbility,"TrueAbility is a San Antonio-based company founded in 2012 by Dusty Jones, Frederick Mendler, Marcus Robertson and Luke Owen.",https://golden-storage-production.s3.amazonaws.com/topic_images/e3184d33ce584407b0a01e677174f2d0.png,http://trueability.com,San Antonio,"Software as a service (SaaS), Cloud computing, Software",https://golden.com/wiki/TrueAbility-R9DM83V
Bizible,"Bizible is a Seattle-based company founded in 2011 by Andy Turman, Aaron Bird and Peter Thompson.",https://golden-storage-production.s3.amazonaws.com/topic_images/19dd65230d4a4e3dbe31c4abe6321867.png,http://bizible.com,Seattle,"Marketing, Business-to-business, Software as a service (SaaS), Cloud computing, Software, Consulting",https://golden.com/wiki/Bizible-5K96GJM
SimpleEnergy,"SimpleEnergy is a Boulder, Colorado-based company founded by Yoav Lurie.",https://golden-storage-production.s3.amazonaws.com/topic_images/1e52d411e7f54e4fb3b07ff6d218d566.png,http://simpleenergy.com,"Boulder, Colorado","Big data, Energy efficiency, Software as a service (SaaS), Cloud computing, Software",https://golden.com/wiki/SimpleEnergy-XKEJDWA
